"","moduleColors","Gene"
"532","blue","gene.Ha412HOChr01g0014821"
"533","darkorange","gene.Ha412HOChr01g0014841"
"534","black","gene.Ha412HOChr01g0014891"
"535","blue","gene.Ha412HOChr01g0014931"
"536","ivory","gene.Ha412HOChr01g0014951"
"537","blue","gene.Ha412HOChr01g0014961"
"538","black","gene.Ha412HOChr01g0015001"
"539","blue","gene.Ha412HOChr01g0015051"
"540","lightcoral","gene.Ha412HOChr01g0015061"
"541","blue","gene.Ha412HOChr01g0015101"
"542","magenta","gene.Ha412HOChr01g0015111"
"543","darkgreen","gene.Ha412HOChr01g0015141"
"544","yellowgreen","gene.Ha412HOChr01g0015181"
"545","salmon","gene.Ha412HOChr01g0015261"
"546","palevioletred3","gene.Ha412HOChr01g0015271"
"547","blue","gene.Ha412HOChr01g0015281"
"548","indianred4","gene.Ha412HOChr01g0015431"
"549","firebrick4","gene.Ha412HOChr01g0015441"
"550","turquoise","gene.Ha412HOChr01g0015451"
"551","darkturquoise","gene.Ha412HOChr01g0015511"
"552","mediumpurple3","gene.Ha412HOChr01g0015521"
"553","yellow","gene.Ha412HOChr01g0015531"
"554","magenta","gene.Ha412HOChr01g0015541"
"555","darkturquoise","gene.Ha412HOChr01g0015581"
"556","blue","gene.Ha412HOChr01g0015591"
"557","orangered4","gene.Ha412HOChr01g0015701"
"558","lightgreen","gene.Ha412HOChr01g0015721"
"559","lightgreen","gene.Ha412HOChr01g0015761"
"560","navajowhite1","gene.Ha412HOChr01g0015771"
"561","bisque4","gene.Ha412HOChr01g0015781"
"562","midnightblue","gene.Ha412HOChr01g0015891"
"563","darkgreen","gene.Ha412HOChr01g0016001"
"564","orangered4","gene.Ha412HOChr01g0016011"
"565","salmon","gene.Ha412HOChr01g0016031"
"566","lightcyan","gene.Ha412HOChr01g0016041"
"567","indianred4","gene.Ha412HOChr01g0016061"
"568","mediumpurple3","gene.Ha412HOChr01g0016111"
"569","black","gene.Ha412HOChr01g0016151"
"570","black","gene.Ha412HOChr01g0016171"
"571","turquoise","gene.Ha412HOChr01g0016231"
"572","darkorange","gene.Ha412HOChr01g0016341"
"573","greenyellow","gene.Ha412HOChr01g0016361"
"574","darkgrey","gene.Ha412HOChr01g0016371"
"575","turquoise","gene.Ha412HOChr01g0016511"
"576","midnightblue","gene.Ha412HOChr01g0016531"
"577","blue","gene.Ha412HOChr01g0016561"
"578","blue","gene.Ha412HOChr01g0016601"
"579","coral3","gene.Ha412HOChr01g0016621"
"580","blue","gene.Ha412HOChr01g0016631"
"581","cyan","gene.Ha412HOChr01g0016651"
"582","thistle3","gene.Ha412HOChr01g0016701"
"583","cyan","gene.Ha412HOChr01g0016781"
"584","darkolivegreen","gene.Ha412HOChr01g0016791"
"585","salmon","gene.Ha412HOChr01g0016821"
"586","darkturquoise","gene.Ha412HOChr01g0016841"
"587","turquoise","gene.Ha412HOChr01g0016851"
"588","turquoise","gene.Ha412HOChr01g0016861"
"589","magenta","gene.Ha412HOChr01g0016911"
"590","black","gene.Ha412HOChr01g0016931"
"591","darkturquoise","gene.Ha412HOChr01g0016971"
"592","greenyellow","gene.Ha412HOChr01g0016981"
"593","blue","gene.Ha412HOChr01g0017001"
"594","blue","gene.Ha412HOChr01g0017041"
"595","turquoise","gene.Ha412HOChr01g0017051"
"596","yellow","gene.Ha412HOChr01g0017061"
"597","greenyellow","gene.Ha412HOChr01g0017181"
"598","mediumpurple2","gene.Ha412HOChr01g0017191"
"599","orangered4","gene.Ha412HOChr01g0017201"
"600","blue","gene.Ha412HOChr01g0017211"
"601","orangered4","gene.Ha412HOChr01g0017231"
"602","blue","gene.Ha412HOChr01g0017241"
"603","blue","gene.Ha412HOChr01g0017261"
"604","ivory","gene.Ha412HOChr01g0017281"
"605","greenyellow","gene.Ha412HOChr01g0017331"
"606","blue","gene.Ha412HOChr01g0017341"
"607","salmon","gene.Ha412HOChr01g0017361"
"608","salmon","gene.Ha412HOChr01g0017431"
"609","lightgreen","gene.Ha412HOChr01g0017461"
"610","tan","gene.Ha412HOChr01g0017501"
"611","cyan","gene.Ha412HOChr01g0017571"
"612","orangered4","gene.Ha412HOChr01g0017661"
"613","blue","gene.Ha412HOChr01g0017681"
"614","greenyellow","gene.Ha412HOChr01g0017701"
"615","blue","gene.Ha412HOChr01g0017731"
"616","blue","gene.Ha412HOChr01g0017751"
"617","black","gene.Ha412HOChr01g0017891"
"618","blue","gene.Ha412HOChr01g0017911"
"619","tan","gene.Ha412HOChr01g0017931"
"620","blue","gene.Ha412HOChr01g0018011"
"621","darkorange","gene.Ha412HOChr01g0018081"
"622","darkturquoise","gene.Ha412HOChr01g0018091"
"623","orangered4","gene.Ha412HOChr01g0018101"
"624","turquoise","gene.Ha412HOChr01g0018111"
"625","darkmagenta","gene.Ha412HOChr01g0018131"
"626","darkolivegreen","gene.Ha412HOChr01g0018141"
"627","salmon","gene.Ha412HOChr01g0018151"
"628","darkturquoise","gene.Ha412HOChr01g0018211"
"629","blue","gene.Ha412HOChr01g0018241"
"630","turquoise","gene.Ha412HOChr01g0018381"
"631","yellow","gene.Ha412HOChr01g0018411"
"632","midnightblue","gene.Ha412HOChr01g0018431"
"633","saddlebrown","gene.Ha412HOChr01g0018461"
"634","yellow","gene.Ha412HOChr01g0018481"
"635","blue","gene.Ha412HOChr01g0018491"
"636","tan","gene.Ha412HOChr01g0018501"
"637","violet","gene.Ha412HOChr01g0018581"
"638","blue","gene.Ha412HOChr01g0018591"
"639","ivory","gene.Ha412HOChr01g0018601"
"640","salmon","gene.Ha412HOChr01g0018621"
"641","blue","gene.Ha412HOChr01g0018641"
"642","paleturquoise","gene.Ha412HOChr01g0018661"
"643","blue","gene.Ha412HOChr01g0018701"
"644","blue","gene.Ha412HOChr01g0018741"
"645","black","gene.Ha412HOChr01g0018821"
"646","turquoise","gene.Ha412HOChr01g0018831"
"647","orangered4","gene.Ha412HOChr01g0018841"
"648","blue","gene.Ha412HOChr01g0018861"
"649","darkorange","gene.Ha412HOChr01g0018871"
"650","orangered4","gene.Ha412HOChr01g0018881"
"651","lavenderblush2","gene.Ha412HOChr01g0019011"
"652","lavenderblush2","gene.Ha412HOChr01g0019021"
"653","midnightblue","gene.Ha412HOChr01g0019041"
"654","midnightblue","gene.Ha412HOChr01g0019081"
"655","midnightblue","gene.Ha412HOChr01g0019091"
"656","midnightblue","gene.Ha412HOChr01g0019101"
"657","midnightblue","gene.Ha412HOChr01g0019121"
"658","midnightblue","gene.Ha412HOChr01g0019141"
"659","midnightblue","gene.Ha412HOChr01g0019331"
"660","midnightblue","gene.Ha412HOChr01g0019341"
"661","midnightblue","gene.Ha412HOChr01g0019351"
"662","midnightblue","gene.Ha412HOChr01g0019371"
"663","midnightblue","gene.Ha412HOChr01g0019381"
"664","midnightblue","gene.Ha412HOChr01g0019401"
"665","blue","gene.Ha412HOChr01g0019821"
"666","bisque4","gene.Ha412HOChr01g0019881"
"667","ivory","gene.Ha412HOChr01g0019951"
"668","indianred4","gene.Ha412HOChr01g0019971"
"669","turquoise","gene.Ha412HOChr01g0019981"
"670","darkturquoise","gene.Ha412HOChr01g0020221"
"671","lightgreen","gene.Ha412HOChr01g0020341"
"672","darkgreen","gene.Ha412HOChr01g0020391"
"673","blue","gene.Ha412HOChr01g0020491"
"674","magenta","gene.Ha412HOChr01g0020501"
"675","paleturquoise","gene.Ha412HOChr01g0020511"
"676","midnightblue","gene.Ha412HOChr01g0020661"
"677","midnightblue","gene.Ha412HOChr01g0020731"
"678","midnightblue","gene.Ha412HOChr01g0020741"
"679","midnightblue","gene.Ha412HOChr01g0020761"
"680","midnightblue","gene.Ha412HOChr01g0020791"
"681","thistle3","gene.Ha412HOChr01g0020801"
"682","orangered4","gene.Ha412HOChr01g0020811"
"683","magenta","gene.Ha412HOChr01g0020821"
"684","black","gene.Ha412HOChr01g0020831"
"685","turquoise","gene.Ha412HOChr01g0020851"
"686","turquoise","gene.Ha412HOChr01g0020901"
"687","cyan","gene.Ha412HOChr01g0020931"
"688","honeydew1","gene.Ha412HOChr01g0020941"
"689","yellow","gene.Ha412HOChr01g0020951"
"690","greenyellow","gene.Ha412HOChr01g0020971"
"691","blue","gene.Ha412HOChr01g0021121"
"692","orangered3","gene.Ha412HOChr01g0021131"
"693","turquoise","gene.Ha412HOChr01g0021351"
"694","magenta","gene.Ha412HOChr01g0021371"
"695","yellow","gene.Ha412HOChr01g0021401"
"696","midnightblue","gene.Ha412HOChr01g0021471"
"697","orangered3","gene.Ha412HOChr01g0021551"
"698","turquoise","gene.Ha412HOChr01g0021611"
"699","blue","gene.Ha412HOChr01g0021781"
"700","yellow","gene.Ha412HOChr01g0022091"
"701","blue","gene.Ha412HOChr01g0022101"
"702","darkorange","gene.Ha412HOChr01g0022231"
"703","darkgrey","gene.Ha412HOChr01g0022241"
"704","magenta","gene.Ha412HOChr01g0022261"
"705","magenta","gene.Ha412HOChr01g0022271"
"706","orangered3","gene.Ha412HOChr01g0022321"
"707","navajowhite1","gene.Ha412HOChr01g0022361"
"708","turquoise","gene.Ha412HOChr01g0022381"
"709","lightcyan","gene.Ha412HOChr01g0022431"
"710","grey60","gene.Ha412HOChr01g0022461"
"711","blue2","gene.Ha412HOChr01g0022501"
"712","yellow","gene.Ha412HOChr01g0022611"
"713","orange","gene.Ha412HOChr01g0022631"
"714","lightpink3","gene.Ha412HOChr01g0022641"
"715","lightpink3","gene.Ha412HOChr01g0022681"
"716","blue","gene.Ha412HOChr01g0022791"
"717","turquoise","gene.Ha412HOChr01g0022801"
"718","orangered4","gene.Ha412HOChr01g0022821"
"719","blue","gene.Ha412HOChr01g0022831"
"720","turquoise","gene.Ha412HOChr01g0022841"
"721","lightpink3","gene.Ha412HOChr01g0022961"
"722","blue","gene.Ha412HOChr01g0023231"
"723","blue","gene.Ha412HOChr01g0023251"
"724","blue","gene.Ha412HOChr01g0023271"
"725","greenyellow","gene.Ha412HOChr01g0023301"
"726","lightgreen","gene.Ha412HOChr01g0023321"
"727","yellowgreen","gene.Ha412HOChr01g0023361"
"728","darkturquoise","gene.Ha412HOChr01g0023411"
"729","darkturquoise","gene.Ha412HOChr01g0023431"
"730","darkturquoise","gene.Ha412HOChr01g0023441"
"731","antiquewhite2","gene.Ha412HOChr01g0023471"
"732","antiquewhite2","gene.Ha412HOChr01g0023481"
"733","turquoise","gene.Ha412HOChr01g0023501"
"734","darkseagreen3","gene.Ha412HOChr01g0023681"
"735","magenta","gene.Ha412HOChr01g0023751"
"736","yellow","gene.Ha412HOChr01g0023791"
"737","greenyellow","gene.Ha412HOChr01g0023881"
"738","yellow","gene.Ha412HOChr01g0024011"
"739","yellow","gene.Ha412HOChr01g0024201"
"740","yellow","gene.Ha412HOChr01g0024211"
"741","blue","gene.Ha412HOChr01g0024251"
"742","yellow","gene.Ha412HOChr01g0024261"
"743","blue","gene.Ha412HOChr01g0024271"
"744","ivory","gene.Ha412HOChr01g0024281"
"745","darkturquoise","gene.Ha412HOChr01g0024301"
"746","yellow","gene.Ha412HOChr01g0024311"
"747","black","gene.Ha412HOChr01g0024341"
"748","blue","gene.Ha412HOChr01g0024351"
"749","blue","gene.Ha412HOChr01g0024391"
"750","cyan","gene.Ha412HOChr01g0024401"
"751","yellow","gene.Ha412HOChr01g0024411"
"752","orangered4","gene.Ha412HOChr01g0024431"
"753","blue","gene.Ha412HOChr01g0024441"
"754","blue","gene.Ha412HOChr01g0024461"
"755","darkturquoise","gene.Ha412HOChr01g0024481"
"756","blue","gene.Ha412HOChr01g0024501"
"757","sienna4","gene.Ha412HOChr01g0024531"
"758","black","gene.Ha412HOChr01g0024621"
"759","skyblue4","gene.Ha412HOChr01g0024631"
"760","salmon","gene.Ha412HOChr01g0024651"
"761","darkslateblue","gene.Ha412HOChr01g0024681"
"762","turquoise","gene.Ha412HOChr01g0024721"
"763","black","gene.Ha412HOChr01g0024761"
"764","turquoise","gene.Ha412HOChr01g0024781"
"765","darkturquoise","gene.Ha412HOChr01g0024811"
"766","palevioletred3","gene.Ha412HOChr01g0024821"
"767","black","gene.Ha412HOChr01g0024831"
"768","ivory","gene.Ha412HOChr01g0024861"
"769","magenta","gene.Ha412HOChr01g0024871"
"770","blue","gene.Ha412HOChr01g0024901"
"771","yellow","gene.Ha412HOChr01g0024911"
"772","darkturquoise","gene.Ha412HOChr01g0024941"
"773","black","gene.Ha412HOChr01g0024981"
"774","lightcyan","gene.Ha412HOChr01g0025001"
"775","magenta","gene.Ha412HOChr01g0025011"
"776","orange","gene.Ha412HOChr01g0025021"
"777","yellow","gene.Ha412HOChr01g0025041"
"778","darkgreen","gene.Ha412HOChr01g0025061"
"779","blue","gene.Ha412HOChr01g0025091"
"780","palevioletred3","gene.Ha412HOChr01g0025111"
"781","blue","gene.Ha412HOChr01g0025131"
"782","skyblue3","gene.Ha412HOChr01g0025151"
"783","palevioletred3","gene.Ha412HOChr01g0025161"
"784","ivory","gene.Ha412HOChr01g0025171"
"785","lightpink3","gene.Ha412HOChr01g0025181"
"786","blue","gene.Ha412HOChr01g0025201"
"787","yellow","gene.Ha412HOChr01g0025301"
"788","paleturquoise","gene.Ha412HOChr01g0025331"
"789","yellow","gene.Ha412HOChr01g0025341"
"790","blue","gene.Ha412HOChr01g0025361"
"791","paleturquoise","gene.Ha412HOChr01g0025381"
"792","darkturquoise","gene.Ha412HOChr01g0025461"
"793","turquoise","gene.Ha412HOChr01g0025481"
"794","skyblue1","gene.Ha412HOChr01g0025541"
"795","yellowgreen","gene.Ha412HOChr01g0025551"
"796","darkgrey","gene.Ha412HOChr01g0025561"
"797","ivory","gene.Ha412HOChr01g0025611"
"798","tan","gene.Ha412HOChr01g0025621"
"799","darkolivegreen","gene.Ha412HOChr01g0025631"
"800","greenyellow","gene.Ha412HOChr01g0025651"
"801","darkturquoise","gene.Ha412HOChr01g0025701"
"802","turquoise","gene.Ha412HOChr01g0025711"
"803","yellow","gene.Ha412HOChr01g0025731"
"804","lavenderblush3","gene.Ha412HOChr01g0025751"
"805","turquoise","gene.Ha412HOChr01g0025761"
"806","midnightblue","gene.Ha412HOChr01g0025781"
"807","midnightblue","gene.Ha412HOChr01g0025791"
"808","midnightblue","gene.Ha412HOChr01g0025801"
"809","midnightblue","gene.Ha412HOChr01g0025811"
"810","midnightblue","gene.Ha412HOChr01g0025821"
"811","blue","gene.Ha412HOChr01g0025841"
"812","turquoise","gene.Ha412HOChr01g0025851"
"813","magenta","gene.Ha412HOChr01g0025861"
"814","yellow","gene.Ha412HOChr01g0025871"
"815","yellow","gene.Ha412HOChr01g0025901"
"816","maroon","gene.Ha412HOChr01g0025941"
"817","blue","gene.Ha412HOChr01g0025951"
"818","plum2","gene.Ha412HOChr01g0025971"
"819","turquoise","gene.Ha412HOChr01g0025991"
"820","paleturquoise","gene.Ha412HOChr01g0026011"
"821","turquoise","gene.Ha412HOChr01g0026031"
"822","blue","gene.Ha412HOChr01g0026081"
"823","blue","gene.Ha412HOChr01g0026141"
"824","plum2","gene.Ha412HOChr01g0026181"
"825","ivory","gene.Ha412HOChr01g0026261"
"826","salmon4","gene.Ha412HOChr01g0026301"
"827","darkolivegreen","gene.Ha412HOChr01g0026351"
"828","turquoise","gene.Ha412HOChr01g0026361"
"829","darkolivegreen","gene.Ha412HOChr01g0026391"
"830","darkolivegreen","gene.Ha412HOChr01g0026401"
"831","blue","gene.Ha412HOChr01g0026491"
"832","tan","gene.Ha412HOChr01g0026571"
"833","darkolivegreen","gene.Ha412HOChr01g0026581"
"834","darkolivegreen","gene.Ha412HOChr01g0026681"
"835","turquoise","gene.Ha412HOChr01g0026721"
"836","blue","gene.Ha412HOChr01g0026731"
"837","grey60","gene.Ha412HOChr01g0026741"
"838","grey60","gene.Ha412HOChr01g0026751"
"839","tan","gene.Ha412HOChr01g0026771"
"840","skyblue1","gene.Ha412HOChr01g0026811"
"841","sienna4","gene.Ha412HOChr01g0026941"
"842","yellow","gene.Ha412HOChr01g0027031"
"843","darkslateblue","gene.Ha412HOChr01g0027041"
"844","blue","gene.Ha412HOChr01g0027051"
"845","turquoise","gene.Ha412HOChr01g0027181"
"846","yellow","gene.Ha412HOChr01g0027191"
"847","blue","gene.Ha412HOChr01g0027211"
"848","turquoise","gene.Ha412HOChr01g0027241"
"849","darkturquoise","gene.Ha412HOChr01g0027251"
"850","darkslateblue","gene.Ha412HOChr01g0027261"
"851","blue","gene.Ha412HOChr01g0027271"
"852","blue","gene.Ha412HOChr01g0027441"
"853","blue","gene.Ha412HOChr01g0027471"
"854","darkolivegreen","gene.Ha412HOChr01g0027501"
"855","blue","gene.Ha412HOChr01g0027531"
"856","darkolivegreen","gene.Ha412HOChr01g0027551"
"857","tan","gene.Ha412HOChr01g0027571"
"858","bisque4","gene.Ha412HOChr01g0027581"
"859","skyblue2","gene.Ha412HOChr01g0027591"
"860","blue","gene.Ha412HOChr01g0027601"
"861","yellow","gene.Ha412HOChr01g0027661"
"862","darkturquoise","gene.Ha412HOChr01g0027711"
"863","blue","gene.Ha412HOChr01g0027821"
"864","cyan","gene.Ha412HOChr01g0027861"
"865","blue","gene.Ha412HOChr01g0027871"
"866","darkgrey","gene.Ha412HOChr01g0027891"
"867","saddlebrown","gene.Ha412HOChr01g0027901"
"868","cyan","gene.Ha412HOChr01g0027911"
"869","blue","gene.Ha412HOChr01g0027961"
"870","blue","gene.Ha412HOChr01g0027981"
"871","blue","gene.Ha412HOChr01g0028041"
"872","tan","gene.Ha412HOChr01g0028171"
"873","tan","gene.Ha412HOChr01g0028181"
"874","darkmagenta","gene.Ha412HOChr01g0028271"
"875","ivory","gene.Ha412HOChr01g0028281"
"876","darkturquoise","gene.Ha412HOChr01g0028421"
"877","lavenderblush3","gene.Ha412HOChr01g0028531"
"878","blue","gene.Ha412HOChr01g0028571"
"879","magenta4","gene.Ha412HOChr01g0028581"
"880","turquoise","gene.Ha412HOChr01g0028621"
"881","cyan","gene.Ha412HOChr01g0028631"
"882","yellowgreen","gene.Ha412HOChr01g0028641"
"883","salmon4","gene.Ha412HOChr01g0028651"
"884","navajowhite1","gene.Ha412HOChr01g0028751"
"885","blue","gene.Ha412HOChr01g0028781"
"886","orange","gene.Ha412HOChr01g0028791"
"887","thistle3","gene.Ha412HOChr01g0028831"
"888","ivory","gene.Ha412HOChr01g0028851"
"889","darkolivegreen","gene.Ha412HOChr01g0028871"
"890","thistle3","gene.Ha412HOChr01g0028931"
"891","magenta","gene.Ha412HOChr01g0028941"
"892","ivory","gene.Ha412HOChr01g0028971"
"893","orangered4","gene.Ha412HOChr01g0028981"
"894","yellow","gene.Ha412HOChr01g0029001"
"895","magenta","gene.Ha412HOChr01g0029011"
"896","turquoise","gene.Ha412HOChr01g0029061"
"897","antiquewhite4","gene.Ha412HOChr01g0029091"
"898","orangered1","gene.Ha412HOChr01g0029111"
"899","skyblue3","gene.Ha412HOChr01g0029171"
"900","turquoise","gene.Ha412HOChr01g0029181"
"901","blue","gene.Ha412HOChr01g0029211"
"902","turquoise","gene.Ha412HOChr01g0029221"
"903","turquoise","gene.Ha412HOChr01g0029231"
"904","bisque4","gene.Ha412HOChr01g0029351"
"905","darkturquoise","gene.Ha412HOChr01g0029381"
"906","darkseagreen4","gene.Ha412HOChr01g0029391"
"907","cyan","gene.Ha412HOChr01g0029411"
"908","darkturquoise","gene.Ha412HOChr01g0029461"
"909","ivory","gene.Ha412HOChr01g0029491"
"910","darkseagreen4","gene.Ha412HOChr01g0029621"
"911","mediumpurple3","gene.Ha412HOChr01g0029641"
"912","tan","gene.Ha412HOChr01g0029651"
"913","black","gene.Ha412HOChr01g0029711"
"914","ivory","gene.Ha412HOChr01g0029741"
"915","blue","gene.Ha412HOChr01g0029751"
"916","orangered4","gene.Ha412HOChr01g0029771"
"917","black","gene.Ha412HOChr01g0029931"
"918","lightgreen","gene.Ha412HOChr01g0029941"
"919","yellow","gene.Ha412HOChr01g0029951"
"920","tan","gene.Ha412HOChr01g0030011"
"921","darkturquoise","gene.Ha412HOChr01g0030161"
"922","lightcyan","gene.Ha412HOChr01g0030191"
"923","blue","gene.Ha412HOChr01g0030231"
"924","lightpink3","gene.Ha412HOChr01g0030251"
"925","lightgreen","gene.Ha412HOChr01g0030291"
"926","magenta","gene.Ha412HOChr01g0030351"
"927","blue","gene.Ha412HOChr01g0030371"
"928","blue","gene.Ha412HOChr01g0030391"
"929","antiquewhite2","gene.Ha412HOChr01g0030411"
"930","ivory","gene.Ha412HOChr01g0030431"
"931","palevioletred3","gene.Ha412HOChr01g0030441"
"932","darkgreen","gene.Ha412HOChr01g0030471"
"933","darkturquoise","gene.Ha412HOChr01g0030491"
"934","indianred4","gene.Ha412HOChr01g0030511"
"935","ivory","gene.Ha412HOChr01g0030561"
"936","ivory","gene.Ha412HOChr01g0030641"
"937","lightcyan","gene.Ha412HOChr01g0030741"
"938","blue","gene.Ha412HOChr01g0030781"
"939","turquoise","gene.Ha412HOChr01g0030791"
"940","turquoise","gene.Ha412HOChr01g0030861"
"941","tan","gene.Ha412HOChr01g0030871"
"942","black","gene.Ha412HOChr01g0030881"
"943","skyblue2","gene.Ha412HOChr01g0030931"
"944","yellow","gene.Ha412HOChr01g0030941"
"945","turquoise","gene.Ha412HOChr01g0030951"
"946","darkseagreen4","gene.Ha412HOChr01g0030961"
"947","darkviolet","gene.Ha412HOChr01g0030971"
"948","darkturquoise","gene.Ha412HOChr01g0031021"
"949","darkseagreen4","gene.Ha412HOChr01g0031031"
"950","turquoise","gene.Ha412HOChr01g0031071"
"951","bisque4","gene.Ha412HOChr01g0031081"
"952","ivory","gene.Ha412HOChr01g0031091"
"953","darkorange2","gene.Ha412HOChr01g0031101"
"954","darkseagreen4","gene.Ha412HOChr01g0031121"
"955","greenyellow","gene.Ha412HOChr01g0031231"
"956","blue","gene.Ha412HOChr01g0031271"
"957","turquoise","gene.Ha412HOChr01g0031291"
"958","salmon","gene.Ha412HOChr01g0031301"
"959","darkorange2","gene.Ha412HOChr01g0031361"
"960","thistle","gene.Ha412HOChr01g0031401"
"961","salmon","gene.Ha412HOChr01g0031471"
"962","black","gene.Ha412HOChr01g0031481"
"963","orange","gene.Ha412HOChr01g0031501"
"964","darkmagenta","gene.Ha412HOChr01g0031511"
"965","blue","gene.Ha412HOChr01g0031531"
"966","magenta","gene.Ha412HOChr01g0031551"
"967","blue","gene.Ha412HOChr01g0031561"
"968","darkorange2","gene.Ha412HOChr01g0031571"
"969","greenyellow","gene.Ha412HOChr01g0031581"
"970","blue","gene.Ha412HOChr01g0031591"
"971","darkorange2","gene.Ha412HOChr01g0031611"
"972","yellow","gene.Ha412HOChr01g0031631"
"973","salmon","gene.Ha412HOChr01g0031641"
"974","blue","gene.Ha412HOChr01g0031661"
"975","blue","gene.Ha412HOChr01g0031731"
"976","turquoise","gene.Ha412HOChr01g0031741"
"977","yellow","gene.Ha412HOChr01g0031771"
"978","firebrick4","gene.Ha412HOChr01g0031781"
"979","lavenderblush3","gene.Ha412HOChr01g0031791"
"980","blue","gene.Ha412HOChr01g0031811"
"981","cyan","gene.Ha412HOChr01g0031891"
"982","darkgreen","gene.Ha412HOChr01g0032381"
"983","darkturquoise","gene.Ha412HOChr01g0032401"
"984","thistle","gene.Ha412HOChr01g0032411"
"985","bisque4","gene.Ha412HOChr01g0032421"
"986","ivory","gene.Ha412HOChr01g0032441"
"987","orangered4","gene.Ha412HOChr01g0032491"
"988","ivory","gene.Ha412HOChr01g0032541"
"989","turquoise","gene.Ha412HOChr01g0032561"
"990","turquoise","gene.Ha412HOChr01g0032591"
"991","magenta","gene.Ha412HOChr01g0032621"
"992","yellow","gene.Ha412HOChr01g0032631"
